"Code","State","Sector","Obs","Employment","Members","Covered","PctMem","PctCov","Year"
87,"Utah","Priv. Construction",126,74727,6946,7517,9.3,10.1,2010
87,"Utah","Priv. Manufacturing",211,119619,7171,8127,6,6.8,2010
13,"Vermont","Private",2299,242751,12792,14424,5.3,5.9,2010
13,"Vermont","Public",457,46734,21447,25085,45.9,53.7,2010
13,"Vermont","Priv. Construction",130,13966,466,577,3.3,4.1,2010
13,"Vermont","Priv. Manufacturing",315,32948,1209,1623,3.7,4.9,2010
54,"Virginia","Private",2971,2724020,79786,88762,2.9,3.3,2010
54,"Virginia","Public",836,749001,80844,107683,10.8,14.4,2010
54,"Virginia","Priv. Construction",189,183080,7083,7083,3.9,3.9,2010
54,"Virginia","Priv. Manufacturing",269,245699,21860,22966,8.9,9.3,2010
91,"Washington","Private",2344,2301512,247323,277144,10.7,12,2010
91,"Washington","Public",552,535691,304444,328093,56.8,61.2,2010
91,"Washington","Priv. Construction",146,146753,23259,23259,15.8,15.8,2010
91,"Washington","Priv. Manufacturing",304,299838,66018,70559,22,23.5,2010
55,"West Virginia","Private",1238,516067,57918,65221,11.2,12.6,2010
55,"West Virginia","Public",402,160470,41944,46146,26.1,28.8,2010
55,"West Virginia","Priv. Construction",88,35381,10383,10802,29.3,30.5,2010
55,"West Virginia","Priv. Manufacturing",121,51790,13438,14595,25.9,28.2,2010
35,"Wisconsin","Private",2991,2131282,179517,192873,8.4,9,2010
35,"Wisconsin","Public",532,376605,175366,186939,46.6,49.6,2010
35,"Wisconsin","Priv. Construction",138,97946,23623,24348,24.1,24.9,2010
35,"Wisconsin","Priv. Manufacturing",606,424685,63215,65559,14.9,15.4,2010
83,"Wyoming","Private",1765,182804,8880,10399,4.9,5.7,2010
83,"Wyoming","Public",629,62881,9207,10303,14.6,16.4,2010
83,"Wyoming","Priv. Construction",149,16072,1061,1222,6.6,7.6,2010
83,"Wyoming","Priv. Manufacturing",81,8366,526,610,6.3,7.3,2010
63,"Alabama","Private",1365,1461981,98677,106353,6.7,7.3,2011
63,"Alabama","Public",313,319904,79407,85855,24.8,26.8,2011
63,"Alabama","Priv. Construction",73,86771,8128,8128,9.4,9.4,2011
63,"Alabama","Priv. Manufacturing",259,281115,38258,38258,13.6,13.6,2011
94,"Alaska","Private",1579,224741,24655,27417,11,12.2,2011
94,"Alaska","Public",588,80744,42916,45233,53.2,56,2011
94,"Alaska","Priv. Construction",122,18231,3883,4285,21.3,23.5,2011
94,"Alaska","Priv. Manufacturing",49,7118,818,818,11.5,11.5,2011
86,"Arizona","Private",1584,2100125,82821,98505,3.9,4.7,2011
86,"Arizona","Public",307,399622,66255,84658,16.6,21.2,2011
86,"Arizona","Priv. Construction",103,139825,7282,7282,5.2,5.2,2011
86,"Arizona","Priv. Manufacturing",155,205643,5901,7314,2.9,3.6,2011
71,"Arkansas","Private",1347,924451,23462,30424,2.5,3.3,2011
71,"Arkansas","Public",288,192392,23548,26697,12.2,13.9,2011
71,"Arkansas","Priv. Construction",79,54557,3085,3085,5.7,5.7,2011
71,"Arkansas","Priv. Manufacturing",217,147421,9096,11863,6.2,8,2011
93,"California","Private",10856,11583110,1041961,1120981,9,9.7,2011
93,"California","Public",2244,2343943,1333592,1407504,56.9,60,2011
93,"California","Priv. Construction",623,686035,115619,124965,16.9,18.2,2011
93,"California","Priv. Manufacturing",1418,1512810,97325,100656,6.4,6.7,2011
84,"Colorado","Private",3113,1846398,89912,101813,4.9,5.5,2011
84,"Colorado","Public",583,338754,89569,100951,26.4,29.8,2011
84,"Colorado","Priv. Construction",196,122383,9141,9771,7.5,8,2011
84,"Colorado","Priv. Manufacturing",325,193774,15934,15934,8.2,8.2,2011
16,"Connecticut","Private",3401,1312183,111765,120844,8.5,9.2,2011
16,"Connecticut","Public",601,227889,146901,151003,64.5,66.3,2011
16,"Connecticut","Priv. Construction",164,63794,12925,12925,20.3,20.3,2011
16,"Connecticut","Priv. Manufacturing",464,175902,23603,24656,13.4,14,2011
51,"Delaware","Private",2283,312407,17242,18431,5.5,5.9,2011
51,"Delaware","Public",430,58153,21357,22999,36.7,39.5,2011
51,"Delaware","Priv. Construction",159,21713,2101,2227,9.7,10.3,2011
51,"Delaware","Priv. Manufacturing",258,35380,2602,2602,7.4,7.4,2011
53,"D.C.","Private",1813,201641,9471,12089,4.7,6,2011
53,"D.C.","Public",733,79827,14007,15763,17.5,19.7,2011
53,"D.C.","Priv. Construction",50,5701,379,379,6.7,6.7,2011
53,"D.C.","Priv. Manufacturing",30,3223,107,107,3.3,3.3,2011
59,"Florida","Private",5107,6187863,171255,209049,2.8,3.4,2011
59,"Florida","Public",919,1094284,289411,348057,26.4,31.8,2011
59,"Florida","Priv. Construction",300,369665,16999,18202,4.6,4.9,2011
59,"Florida","Priv. Manufacturing",310,376120,14275,16553,3.8,4.4,2011
58,"Georgia","Private",2764,3191495,85703,101333,2.7,3.2,2011
58,"Georgia","Public",603,686662,67917,85104,9.9,12.4,2011
58,"Georgia","Priv. Construction",173,201150,9300,13034,4.6,6.5,2011
58,"Georgia","Priv. Manufacturing",359,412792,11440,12527,2.8,3,2011
95,"Hawaii","Private",2076,419359,59177,61946,14.1,14.8,2011
95,"Hawaii","Public",534,105697,53579,56450,50.7,53.4,2011
95,"Hawaii","Priv. Construction",166,34377,11350,11782,33,34.3,2011
95,"Hawaii","Priv. Manufacturing",62,12572,1115,1276,8.9,10.1,2011
82,"Idaho","Private",1442,493623,15549,19062,3.2,3.9,2011
82,"Idaho","Public",304,100758,15010,17278,14.9,17.1,2011
82,"Idaho","Priv. Construction",78,27494,1880,2233,6.8,8.1,2011
82,"Idaho","Priv. Manufacturing",215,73024,4597,4876,6.3,6.7,2011
33,"Illinois","Private",4378,4680550,496536,534254,10.6,11.4,2011
33,"Illinois","Public",700,729930,379355,394903,52,54.1,2011
33,"Illinois","Priv. Construction",196,213354,71971,71971,33.7,33.7,2011
33,"Illinois","Priv. Manufacturing",669,717965,104102,110690,14.5,15.4,2011
32,"Indiana","Private",2222,2362395,209840,230825,8.9,9.8,2011
32,"Indiana","Public",312,320741,90900,100622,28.3,31.4,2011
32,"Indiana","Priv. Construction",125,138083,40348,41311,29.2,29.9,2011
32,"Indiana","Priv. Manufacturing",493,517464,98381,102965,19,19.9,2011
42,"Iowa","Private",2881,1164059,75190,84800,6.5,7.3,2011
42,"Iowa","Public",566,223993,80424,102985,35.9,46,2011
42,"Iowa","Priv. Construction",162,67923,11948,11948,17.6,17.6,2011
42,"Iowa","Priv. Manufacturing",525,209794,34292,36830,16.3,17.6,2011
47,"Kansas","Private",2040,1015328,46847,57862,4.6,5.7,2011
47,"Kansas","Public",526,251993,49727,70157,19.7,27.8,2011
47,"Kansas","Priv. Construction",123,64794,7114,8540,11,13.2,2011
47,"Kansas","Priv. Manufacturing",321,161057,20533,24853,12.7,15.4,2011
61,"Kentucky","Private",1906,1390308,92648,102378,6.7,7.4,2011
61,"Kentucky","Public",404,285919,56923,70362,19.9,24.6,2011
61,"Kentucky","Priv. Construction",97,71326,8456,8456,11.9,11.9,2011
61,"Kentucky","Priv. Manufacturing",330,234907,28720,30772,12.2,13.1,2011
72,"Louisiana","Private",1222,1427837,48151,50591,3.4,3.5,2011
72,"Louisiana","Public",259,285860,28040,39609,9.8,13.9,2011
72,"Louisiana","Priv. Construction",86,100692,6787,6787,6.7,6.7,2011
72,"Louisiana","Priv. Manufacturing",100,117300,13790,15263,11.8,13,2011
11,"Maine","Private",2519,464213,21357,24447,4.6,5.3,2011
11,"Maine","Public",495,90273,41354,50106,45.8,55.5,2011
11,"Maine","Priv. Construction",140,25646,1552,1736,6.1,6.8,2011
11,"Maine","Priv. Manufacturing",295,54578,8743,9120,16,16.7,2011
52,"Maryland","Private",3366,1947983,129014,138329,6.6,7.1,2011
52,"Maryland","Public",1040,602293,186868,209873,31,34.8,2011
52,"Maryland","Priv. Construction",256,146215,16705,21016,11.4,14.4,2011
52,"Maryland","Priv. Manufacturing",213,121902,9446,9986,7.7,8.2,2011
14,"Massachusetts","Private",2294,2491400,175836,194148,7.1,7.8,2011
14,"Massachusetts","Public",372,391366,246257,251378,62.9,64.2,2011
14,"Massachusetts","Priv. Construction",115,127500,18579,19658,14.6,15.4,2011
14,"Massachusetts","Priv. Manufacturing",267,287946,14125,18105,4.9,6.3,2011
34,"Michigan","Private",3160,3313229,394814,410769,11.9,12.4,2011
34,"Michigan","Public",517,530586,276121,291852,52,55,2011
34,"Michigan","Priv. Construction",146,153527,30447,30447,19.8,19.8,2011
34,"Michigan","Priv. Manufacturing",634,656367,131913,133748,20.1,20.4,2011
41,"Minnesota","Private",3836,2118777,165274,177826,7.8,8.4,2011
41,"Minnesota","Public",643,341907,205248,211419,60,61.8,2011
41,"Minnesota","Priv. Construction",179,103420,31528,32150,30.5,31.1,2011
41,"Minnesota","Priv. Manufacturing",644,354624,22339,22339,6.3,6.3,2011
64,"Mississippi","Private",1087,842756,28969,36823,3.4,4.4,2011
64,"Mississippi","Public",323,238975,24754,36565,10.4,15.3,2011
64,"Mississippi","Priv. Construction",68,55073,2052,2052,3.7,3.7,2011
64,"Mississippi","Priv. Manufacturing",200,153568,11476,12611,7.5,8.2,2011
43,"Missouri","Private",2427,2188330,200963,218414,9.2,10,2011
43,"Missouri","Public",381,346204,74044,97331,21.4,28.1,2011
43,"Missouri","Priv. Construction",146,129924,39315,39315,30.3,30.3,2011
43,"Missouri","Priv. Manufacturing",325,290113,60408,60408,20.8,20.8,2011
81,"Montana","Private",1089,290629,15772,18632,5.4,6.4,2011
81,"Montana","Public",325,86099,33070,36092,38.4,41.9,2011
81,"Montana","Priv. Construction",65,16771,2671,2671,15.9,15.9,2011
81,"Montana","Priv. Manufacturing",74,18367,2359,2644,12.8,14.4,2011
46,"Nebraska","Private",2316,670202,25158,31094,3.8,4.6,2011
46,"Nebraska","Public",566,158232,40207,51644,25.4,32.6,2011
46,"Nebraska","Priv. Construction",144,43041,3754,4146,8.7,9.6,2011
46,"Nebraska","Priv. Manufacturing",388,112982,10255,12246,9.1,10.8,2011
88,"Nevada","Private",2152,916851,99273,111923,10.8,12.2,2011
88,"Nevada","Public",321,132757,54339,62594,40.9,47.1,2011
88,"Nevada","Priv. Construction",97,41758,12191,13087,29.2,31.3,2011
88,"Nevada","Priv. Manufacturing",124,51199,1666,2069,3.3,4,2011
12,"New Hampshire","Private",3336,524974,23229,26374,4.4,5,2011
12,"New Hampshire","Public",595,92688,45197,50623,48.8,54.6,2011
12,"New Hampshire","Priv. Construction",152,24357,3516,3516,14.4,14.4,2011
12,"New Hampshire","Priv. Manufacturing",515,80887,2664,2958,3.3,3.7,2011
22,"New Jersey","Private",3032,3253239,283663,301301,8.7,9.3,2011
22,"New Jersey","Public",525,563819,332045,340497,58.9,60.4,2011
22,"New Jersey","Priv. Construction",165,181762,41913,43249,23.1,23.8,2011
22,"New Jersey","Priv. Manufacturing",321,337294,29490,31576,8.7,9.4,2011
85,"New Mexico","Private",888,528558,15135,18472,2.9,3.5,2011
85,"New Mexico","Public",346,196298,34126,46628,17.4,23.8,2011
85,"New Mexico","Priv. Construction",74,46703,1636,1636,3.5,3.5,2011
85,"New Mexico","Priv. Manufacturing",49,27689,0,394,0,1.4,2011
21,"New York","Private",5761,6494100,877308,997000,13.5,15.4,2011
21,"New York","Public",1295,1421712,1027116,1070959,72.2,75.3,2011
21,"New York","Priv. Construction",299,343503,81518,88802,23.7,25.9,2011
21,"New York","Priv. Manufacturing",482,527176,76545,84580,14.5,16,2011
56,"North Carolina","Private",2487,2980566,48553,66515,1.6,2.2,2011
56,"North Carolina","Public",529,614817,55918,81890,9.1,13.3,2011
56,"North Carolina","Priv. Construction",160,209171,2426,3600,1.2,1.7,2011
56,"North Carolina","Priv. Manufacturing",386,453756,9828,13420,2.2,3,2011
44,"North Dakota","Private",1898,256465,9852,14059,3.8,5.5,2011
44,"North Dakota","Public",471,62155,10273,13196,16.5,21.2,2011
44,"North Dakota","Priv. Construction",124,17118,1388,1656,8.1,9.7,2011
44,"North Dakota","Priv. Manufacturing",150,20343,2808,3460,13.8,17,2011
31,"Ohio","Private",3912,4131515,356092,395192,8.6,9.6,2011
31,"Ohio","Public",654,681498,290264,310469,42.6,45.6,2011
31,"Ohio","Priv. Construction",192,200998,50551,54349,25.1,27,2011
31,"Ohio","Priv. Manufacturing",757,785147,131906,145630,16.8,18.5,2011
73,"Oklahoma","Private",1510,1163015,44395,49914,3.8,4.3,2011
73,"Oklahoma","Public",394,295336,49117,62329,16.6,21.1,2011
73,"Oklahoma","Priv. Construction",98,80030,3488,3488,4.4,4.4,2011
73,"Oklahoma","Priv. Manufacturing",183,138042,6615,8129,4.8,5.9,2011
92,"Oregon","Private",1939,1318287,116656,123570,8.8,9.4,2011
92,"Oregon","Public",390,256876,152546,161691,59.4,62.9,2011
92,"Oregon","Priv. Construction",98,68599,12950,12950,18.9,18.9,2011
92,"Oregon","Priv. Manufacturing",258,172921,23219,23219,13.4,13.4,2011
23,"Pennsylvania","Private",4435,4686481,434101,468188,9.3,10,2011
23,"Pennsylvania","Public",647,665438,344476,376852,51.8,56.6,2011
23,"Pennsylvania","Priv. Construction",240,254782,64812,66982,25.4,26.3,2011
23,"Pennsylvania","Priv. Manufacturing",648,667665,86691,88740,13,13.3,2011
15,"Rhode Island","Private",2405,383925,35181,36610,9.2,9.5,2011
15,"Rhode Island","Public",448,69579,43563,44337,62.6,63.7,2011
15,"Rhode Island","Priv. Construction",107,17013,3503,3503,20.6,20.6,2011
15,"Rhode Island","Priv. Manufacturing",320,50856,3562,3562,7,7,2011
57,"South Carolina","Private",1606,1433206,25152,41479,1.8,2.9,2011
57,"South Carolina","Public",340,291416,34332,44786,11.8,15.4,2011
57,"South Carolina","Priv. Construction",80,75296,2153,2888,2.9,3.8,2011
57,"South Carolina","Priv. Manufacturing",290,257057,4152,8636,1.6,3.4,2011
45,"South Dakota","Private",2295,295250,7872,9107,2.7,3.1,2011
45,"South Dakota","Public",507,63966,10430,13990,16.3,21.9,2011
45,"South Dakota","Priv. Construction",156,20188,1293,1293,6.4,6.4,2011
45,"South Dakota","Priv. Manufacturing",335,42117,2247,2924,5.3,6.9,2011
62,"Tennessee","Private",1754,2085537,51328,55742,2.5,2.7,2011
62,"Tennessee","Public",358,418815,64133,83736,15.3,20,2011
62,"Tennessee","Priv. Construction",97,113236,3919,3919,3.5,3.5,2011
62,"Tennessee","Priv. Manufacturing",272,312914,13875,16067,4.4,5.1,2011
74,"Texas","Private",7416,8615090,260218,305349,3,3.5,2011
74,"Texas","Public",1420,1598525,272768,336953,17.1,21.1,2011
74,"Texas","Priv. Construction",596,717490,17754,22360,2.5,3.1,2011
74,"Texas","Priv. Manufacturing",886,1032206,72927,76227,7.1,7.4,2011
87,"Utah","Private",1659,959093,33178,39648,3.5,4.1,2011
87,"Utah","Public",343,189395,33318,41979,17.6,22.2,2011
87,"Utah","Priv. Construction",129,78062,4805,6767,6.2,8.7,2011
87,"Utah","Priv. Manufacturing",226,131223,4391,6528,3.3,5,2011
13,"Vermont","Private",2138,240642,10613,13204,4.4,5.5,2011
13,"Vermont","Public",459,49910,24302,26035,48.7,52.2,2011
13,"Vermont","Priv. Construction",123,14104,458,458,3.2,3.2,2011
13,"Vermont","Priv. Manufacturing",318,34899,1197,1303,3.4,3.7,2011
54,"Virginia","Private",3031,2812593,59139,71539,2.1,2.5,2011
54,"Virginia","Public",819,736217,104007,126055,14.1,17.1,2011
54,"Virginia","Priv. Construction",192,184721,4892,5878,2.6,3.2,2011
54,"Virginia","Priv. Manufacturing",265,245208,13388,15188,5.5,6.2,2011
91,"Washington","Private",2276,2209929,245326,264051,11.1,11.9,2011
91,"Washington","Public",551,519110,271778,293166,52.4,56.5,2011
91,"Washington","Priv. Construction",125,122249,34035,36225,27.8,29.6,2011
91,"Washington","Priv. Manufacturing",321,309785,66228,68909,21.4,22.2,2011
55,"West Virginia","Private",1189,510590,49436,53760,9.7,10.5,2011
55,"West Virginia","Public",393,161252,43450,48669,26.9,30.2,2011
55,"West Virginia","Priv. Construction",83,35125,5943,6446,16.9,18.4,2011
55,"West Virginia","Priv. Manufacturing",106,45143,11138,11138,24.7,24.7,2011
35,"Wisconsin","Private",3033,2166002,151592,159050,7,7.3,2011
35,"Wisconsin","Public",525,371792,187064,198685,50.3,53.4,2011
35,"Wisconsin","Priv. Construction",129,92452,23437,24793,25.4,26.8,2011
35,"Wisconsin","Priv. Manufacturing",589,415986,63270,65636,15.2,15.8,2011
83,"Wyoming","Private",1785,185095,9174,10389,5,5.6,2011
83,"Wyoming","Public",643,65376,8857,10574,13.5,16.2,2011
83,"Wyoming","Priv. Construction",144,15238,888,888,5.8,5.8,2011
83,"Wyoming","Priv. Manufacturing",101,10792,214,424,2,3.9,2011
63,"Alabama","Private",1357,1489329,84458,94234,5.7,6.3,2012
63,"Alabama","Public",296,323011,82252,96188,25.5,29.8,2012
63,"Alabama","Priv. Construction",69,77560,5513,5513,7.1,7.1,2012
63,"Alabama","Priv. Manufacturing",248,271286,25835,27870,9.5,10.3,2012
94,"Alaska","Private",1466,216707,22293,24308,10.3,11.2,2012
94,"Alaska","Public",565,81576,44461,47081,54.5,57.7,2012
94,"Alaska","Priv. Construction",101,14486,3157,3293,21.8,22.7,2012
94,"Alaska","Priv. Manufacturing",45,7149,363,739,5.1,10.3,2012
86,"Arizona","Private",1617,2071503,65870,76644,3.2,3.7,2012
86,"Arizona","Public",286,362321,59688,82569,16.5,22.8,2012
86,"Arizona","Priv. Construction",85,110741,3029,3029,2.7,2.7,2012
86,"Arizona","Priv. Manufacturing",148,187427,9485,11749,5.1,6.3,2012
71,"Arkansas","Private",1382,970988,13373,16668,1.4,1.7,2012
71,"Arkansas","Public",273,184153,23294,25892,12.6,14.1,2012
71,"Arkansas","Priv. Construction",86,61336,640,640,1,1,2012
71,"Arkansas","Priv. Manufacturing",208,152503,4435,4435,2.9,2.9,2012
93,"California","Private",11191,12100262,1082615,1166192,8.9,9.6,2012
93,"California","Public",2246,2388515,1402425,1495891,58.7,62.6,2012
93,"California","Priv. Construction",677,746875,119015,122449,15.9,16.4,2012
93,"California","Priv. Manufacturing",1361,1456251,74812,87516,5.1,6,2012
84,"Colorado","Private",3145,1832481,89806,98182,4.9,5.4,2012
84,"Colorado","Public",586,333409,79516,92009,23.8,27.6,2012
84,"Colorado","Priv. Construction",194,114604,10129,10637,8.8,9.3,2012
84,"Colorado","Priv. Manufacturing",325,188369,12518,12518,6.6,6.6,2012
16,"Connecticut","Private",3304,1324946,87649,99281,6.6,7.5,2012
16,"Connecticut","Public",540,216061,128478,132823,59.5,61.5,2012
16,"Connecticut","Priv. Construction",148,58481,6688,7094,11.4,12.1,2012
16,"Connecticut","Priv. Manufacturing",464,182082,17433,20432,9.6,11.2,2012
51,"Delaware","Private",2178,319735,17785,21006,5.6,6.6,2012
51,"Delaware","Public",409,58263,21608,23495,37.1,40.3,2012
51,"Delaware","Priv. Construction",126,18496,1269,1269,6.9,6.9,2012
51,"Delaware","Priv. Manufacturing",214,30614,1994,2254,6.5,7.4,2012
53,"D.C.","Private",1904,225668,12613,14699,5.6,6.5,2012
53,"D.C.","Public",729,83223,14014,17029,16.8,20.5,2012
53,"D.C.","Priv. Construction",64,8101,204,204,2.5,2.5,2012
53,"D.C.","Priv. Manufacturing",21,2480,0,0,0,0,2012
59,"Florida","Private",5268,6471757,156661,211713,2.4,3.3,2012
59,"Florida","Public",937,1127115,282143,341753,25,30.3,2012
59,"Florida","Priv. Construction",295,369639,8882,8882,2.4,2.4,2012
59,"Florida","Priv. Manufacturing",326,391270,14131,17540,3.6,4.5,2012
58,"Georgia","Private",2736,3246164,100725,122933,3.1,3.8,2012
58,"Georgia","Public",574,665937,70001,87114,10.5,13.1,2012
58,"Georgia","Priv. Construction",180,217020,9100,9100,4.2,4.2,2012
58,"Georgia","Priv. Manufacturing",342,400055,11622,14745,2.9,3.7,2012
95,"Hawaii","Private",1980,423905,62060,66483,14.6,15.7,2012
95,"Hawaii","Public",537,113879,54529,58311,47.9,51.2,2012
95,"Hawaii","Priv. Construction",168,36372,12178,12178,33.5,33.5,2012
95,"Hawaii","Priv. Manufacturing",65,14015,1297,1297,9.3,9.3,2012
82,"Idaho","Private",1433,503706,15973,18871,3.2,3.7,2012
82,"Idaho","Public",321,110139,13244,16850,12,15.3,2012
82,"Idaho","Priv. Construction",87,31028,3133,3406,10.1,11,2012
82,"Idaho","Priv. Manufacturing",199,69445,3992,4342,5.7,6.3,2012
33,"Illinois","Private",4581,4776040,444028,469131,9.3,9.8,2012
33,"Illinois","Public",698,715429,356406,381922,49.8,53.4,2012
33,"Illinois","Priv. Construction",207,219688,84000,87720,38.2,39.9,2012
33,"Illinois","Priv. Manufacturing",672,698604,94609,99460,13.5,14.2,2012
32,"Indiana","Private",2223,2379487,172021,182061,7.2,7.7,2012
32,"Indiana","Public",310,321538,73362,86249,22.8,26.8,2012
32,"Indiana","Priv. Construction",118,129487,38831,38831,30,30,2012
32,"Indiana","Priv. Manufacturing",481,517688,72599,79902,14,15.4,2012
42,"Iowa","Private",2868,1156566,63611,68107,5.5,5.9,2012
42,"Iowa","Public",587,234402,80760,103253,34.5,44,2012
42,"Iowa","Priv. Construction",121,48955,6714,6714,13.7,13.7,2012
42,"Iowa","Priv. Manufacturing",604,243543,37078,38643,15.2,15.9,2012
47,"Kansas","Private",1963,992626,40070,49173,4,5,2012
47,"Kansas","Public",514,254275,45351,55432,17.8,21.8,2012
47,"Kansas","Priv. Construction",108,56637,5233,5233,9.2,9.2,2012
47,"Kansas","Priv. Manufacturing",329,167658,16936,21169,10.1,12.6,2012
61,"Kentucky","Private",1968,1440717,101628,115632,7.1,8,2012
61,"Kentucky","Public",419,304591,72078,82454,23.7,27.1,2012
61,"Kentucky","Priv. Construction",94,67318,7465,7465,11.1,11.1,2012
61,"Kentucky","Priv. Manufacturing",340,239942,35424,38155,14.8,15.9,2012
72,"Louisiana","Private",1222,1456650,53456,67387,3.7,4.6,2012
72,"Louisiana","Public",243,277272,54264,62617,19.6,22.6,2012
72,"Louisiana","Priv. Construction",97,119415,6498,6498,5.4,5.4,2012
72,"Louisiana","Priv. Manufacturing",128,153658,16912,20287,11,13.2,2012
11,"Maine","Private",2442,473189,25479,28573,5.4,6,2012
11,"Maine","Public",456,85873,38758,49035,45.1,57.1,2012
11,"Maine","Priv. Construction",133,25016,344,344,1.4,1.4,2012
11,"Maine","Priv. Manufacturing",297,56960,9917,10108,17.4,17.7,2012
52,"Maryland","Private",3250,2001319,109807,125611,5.5,6.3,2012
52,"Maryland","Public",1042,635620,169020,198853,26.6,31.3,2012
52,"Maryland","Priv. Construction",247,149618,16119,19196,10.8,12.8,2012
52,"Maryland","Priv. Manufacturing",211,129179,12736,12736,9.9,9.9,2012
14,"Massachusetts","Private",2290,2516403,185129,222802,7.4,8.9,2012
14,"Massachusetts","Public",363,386933,231211,247352,59.8,63.9,2012
14,"Massachusetts","Priv. Construction",106,115408,19061,20319,16.5,17.6,2012
14,"Massachusetts","Priv. Manufacturing",218,230604,16674,18619,7.2,8.1,2012
34,"Michigan","Private",3238,3317701,375163,389063,11.3,11.7,2012
34,"Michigan","Public",464,467061,253635,258803,54.3,55.4,2012
34,"Michigan","Priv. Construction",124,127321,23994,23994,18.8,18.8,2012
34,"Michigan","Priv. Manufacturing",681,695602,124343,127173,17.9,18.3,2012
41,"Minnesota","Private",3893,2125995,164157,174378,7.7,8.2,2012
41,"Minnesota","Public",634,339506,186347,193086,54.9,56.9,2012
41,"Minnesota","Priv. Construction",188,107469,28270,28817,26.3,26.8,2012
41,"Minnesota","Priv. Manufacturing",657,359650,24837,25379,6.9,7.1,2012
64,"Mississippi","Private",1080,870661,25690,29893,3,3.4,2012
64,"Mississippi","Public",311,245292,22185,33925,9,13.8,2012
64,"Mississippi","Priv. Construction",70,59643,932,932,1.6,1.6,2012
64,"Mississippi","Priv. Manufacturing",216,169271,9494,10517,5.6,6.2,2012
43,"Missouri","Private",2328,2140621,154370,168916,7.2,7.9,2012
43,"Missouri","Public",400,363454,69723,84150,19.2,23.2,2012
43,"Missouri","Priv. Construction",131,120244,34911,37466,29,31.2,2012
43,"Missouri","Priv. Manufacturing",315,288162,32858,35329,11.4,12.3,2012
81,"Montana","Private",1101,304297,17561,24418,5.8,8,2012
81,"Montana","Public",341,88471,36932,40280,41.7,45.5,2012
81,"Montana","Priv. Construction",68,18865,4270,4548,22.6,24.1,2012
81,"Montana","Priv. Manufacturing",58,15550,2137,2515,13.7,16.2,2012
46,"Nebraska","Private",2378,713109,24090,32422,3.4,4.5,2012
46,"Nebraska","Public",516,150099,27351,37589,18.2,25,2012
46,"Nebraska","Priv. Construction",133,40617,3251,3251,8,8,2012
46,"Nebraska","Priv. Manufacturing",395,118325,6750,10000,5.7,8.5,2012
88,"Nevada","Private",2140,963611,107352,117630,11.1,12.2,2012
88,"Nevada","Public",308,136606,54997,63409,40.3,46.4,2012
88,"Nevada","Priv. Construction",122,54931,11647,11647,21.2,21.2,2012
88,"Nevada","Priv. Manufacturing",119,53345,5591,5591,10.5,10.5,2012
12,"New Hampshire","Private",3309,531959,22286,25160,4.2,4.7,2012
12,"New Hampshire","Public",568,89279,43006,49215,48.2,55.1,2012
12,"New Hampshire","Priv. Construction",180,29175,3136,3461,10.7,11.9,2012
12,"New Hampshire","Priv. Manufacturing",496,79118,2681,2846,3.4,3.6,2012
22,"New Jersey","Private",2992,3233261,274377,291301,8.5,9,2012
22,"New Jersey","Public",525,564178,336813,345058,59.7,61.2,2012
22,"New Jersey","Priv. Construction",165,181081,44434,44434,24.5,24.5,2012
22,"New Jersey","Priv. Manufacturing",329,347539,28499,30563,8.2,8.8,2012
85,"New Mexico","Private",872,549991,15362,20467,2.8,3.7,2012
85,"New Mexico","Public",366,229236,34977,47604,15.3,20.8,2012
85,"New Mexico","Priv. Construction",60,40241,2569,2569,6.4,6.4,2012
85,"New Mexico","Priv. Manufacturing",58,35202,596,2323,1.7,6.6,2012
21,"New York","Private",5745,6577742,873465,973602,13.3,14.8,2012
21,"New York","Public",1223,1354573,962980,996375,71.1,73.6,2012
21,"New York","Priv. Construction",307,351727,74361,76931,21.1,21.9,2012
21,"New York","Priv. Manufacturing",526,580784,64120,72267,11,12.4,2012
56,"North Carolina","Private",2633,3181322,56841,79540,1.8,2.5,2012
56,"North Carolina","Public",533,623271,54641,81875,8.8,13.1,2012
56,"North Carolina","Priv. Construction",175,219075,2549,2549,1.2,1.2,2012
56,"North Carolina","Priv. Manufacturing",390,459685,17882,20901,3.9,4.5,2012
44,"North Dakota","Private",1912,262345,9031,12483,3.4,4.8,2012
44,"North Dakota","Public",488,66774,10934,14446,16.4,21.6,2012
44,"North Dakota","Priv. Construction",147,20755,1795,1795,8.6,8.6,2012
44,"North Dakota","Priv. Manufacturing",169,23051,1727,2420,7.5,10.5,2012
31,"Ohio","Private",3852,4160550,350967,383280,8.4,9.2,2012
31,"Ohio","Public",600,638414,253358,281384,39.7,44.1,2012
31,"Ohio","Priv. Construction",184,198649,52116,52116,26.2,26.2,2012
31,"Ohio","Priv. Manufacturing",736,774611,119434,127001,15.4,16.4,2012
73,"Oklahoma","Private",1450,1192379,50896,60936,4.3,5.1,2012
73,"Oklahoma","Public",408,337620,63610,78394,18.8,23.2,2012
73,"Oklahoma","Priv. Construction",79,68871,2253,3461,3.3,5,2012
73,"Oklahoma","Priv. Manufacturing",184,155836,6560,6560,4.2,4.2,2012
92,"Oregon","Private",1827,1261334,108025,112554,8.6,8.9,2012
92,"Oregon","Public",387,265731,132633,137958,49.9,51.9,2012
92,"Oregon","Priv. Construction",107,73947,9981,9981,13.5,13.5,2012
